WS_ID,Name,Country,Primary_Universe_Index,Primary_MIC,Primary_Ticker,Yahoo_Symbol,Cache_Status,Cache_Reason,Liquidity_Data_Status,Liquidity_Gate,Liquidity_Bucket,MedianTurnover20_EUR,MedianTurnover60_EUR,Scalable_Tradeability_Status,Scalable_Gate,Instrument_Decision_v0_14,Instrument_Type_Resolved_v0_14,Instrument_Resolution_Method_v0_14,Instrument_Resolution_Reason_v0_14,Strict_Eligibility_v0_14,Primary_Root_Cause_v0_23,Primary_Root_Cause_Detail_v0_23,Remediation_Class_v0_23,All_Blockers_v0_23
WS:XASX:GDG,Generation Development Group,Australia,AU_ASX200,XASX,GDG,GDG.AX,READY,,OK,FAIL,FAIL_LT_5M,3865365.0802117838,4296806.617047782,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:GNE,Genesis Energy,Australia,AU_ASX200,XASX,GNE,GNE.AX,READY,,OK,FAIL,FAIL_LT_5M,26320.443508786495,17264.949906117145,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:GQG,GQG Partners,Australia,AU_ASX200,XASX,GQG,GQG.AX,READY,,OK,FAIL,FAIL_LT_5M,1937499.39838342,2795431.2593782227,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:HDN,HomeCo Daily Needs REIT,Australia,AU_ASX200,XASX,HDN,HDN.AX,READY,,OK,FAIL,FAIL_LT_5M,2375968.2389890486,2375968.2389890486,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:IFT,Infratil,Australia,AU_ASX200,XASX,IFT,IFT.AX,READY,,OK,FAIL,FAIL_LT_5M,1724105.1690654005,2208255.6154229725,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:IMD,IMDEX,Australia,AU_ASX200,XASX,IMD,IMD.AX,READY,,OK,FAIL,FAIL_LT_5M,3011879.865457177,3006207.909535299,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:LLC,Lendlease,Australia,AU_ASX200,XASX,LLC,LLC.AX,READY,,OK,FAIL,FAIL_LT_5M,3579208.7614184115,4446841.7514076475,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:LOV,Lovisa,Australia,AU_ASX200,XASX,LOV,LOV.AX,READY,,OK,FAIL,FAIL_LT_5M,4653978.694113722,3831245.718949708,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:LSF,L1 Long Short Fund,Australia,AU_ASX200,XASX,LSF,LSF.AX,READY,,OK,FAIL,FAIL_LT_5M,1317920.3639105412,1307159.3928990443,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:MCY,Mercury NZ,Australia,AU_ASX200,XASX,MCY,MCY.AX,READY,,OK,FAIL,FAIL_LT_5M,15081.425778920851,14103.904243201956,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:MEZ,Meridian Energy,Australia,AU_ASX200,XASX,MEZ,MEZ.AX,READY,,OK,FAIL,FAIL_LT_5M,31555.799293778444,47666.16279137324,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:MFF,MFF Capital Investments,Australia,AU_ASX200,XASX,MFF,MFF.AX,READY,,OK,FAIL,FAIL_LT_5M,837496.7291549768,896796.5997362256,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:MFG,Magellan Financial Group,Australia,AU_ASX200,XASX,MFG,MFG.AX,READY,,OK,FAIL,FAIL_LT_5M,3080877.2369017797,3711174.4061991796,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:MND,Monadelphous Group,Australia,AU_ASX200,XASX,MND,MND.AX,READY,,OK,FAIL,FAIL_LT_5M,3203610.5485967305,3501769.3619088354,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:MXT,Metrics Master Income Trust,Australia,AU_ASX200,XASX,MXT,MXT.AX,READY,,OK,FAIL,FAIL_LT_5M,1740905.160989077,1892247.336168542,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:NHF,Nib,Australia,AU_ASX200,XASX,NHF,NHF.AX,READY,,OK,FAIL,FAIL_LT_5M,3701328.0123069333,4028675.708947804,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:NIC,Nickel Industries,Australia,AU_ASX200,XASX,NIC,NIC.AX,READY,,OK,FAIL,FAIL_LT_5M,3163010.9578867266,3910227.7299359003,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:NWH,NRW Holdings,Australia,AU_ASX200,XASX,NWH,NWH.AX,READY,,OK,FAIL,FAIL_LT_5M,3987109.471790837,4201471.244615894,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:ORA,Orora,Australia,AU_ASX200,XASX,ORA,ORA.AX,READY,,OK,FAIL,FAIL_LT_5M,3590665.1527543385,3529701.175140963,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:PDI,Predictive Discovery,Australia,AU_ASX200,XASX,PDI,PDI.AX,READY,,OK,FAIL,FAIL_LT_5M,4993027.479510704,5796679.868131247,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:PMV,Premier Investments,Australia,AU_ASX200,XASX,PMV,PMV.AX,READY,,OK,FAIL,FAIL_LT_5M,3882973.3482193947,3183643.282948185,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:PPT,Perpetual,Australia,AU_ASX200,XASX,PPT,PPT.AX,READY,,OK,FAIL,FAIL_LT_5M,2595077.255621703,2767227.8897754285,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:PRN,Perenti,Australia,AU_ASX200,XASX,PRN,PRN.AX,READY,,OK,FAIL,FAIL_LT_5M,2009901.782318819,2478228.1107592518,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:PXA,Pexa Group,Australia,AU_ASX200,XASX,PXA,PXA.AX,READY,,OK,FAIL,FAIL_LT_5M,2359723.0533054695,3041107.0080350917,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:RDX,Redox,Australia,AU_ASX200,XASX,RDX,RDX.AX,READY,,OK,FAIL,FAIL_LT_5M,704794.1453537333,863498.0902225405,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:REG,Regis Healthcare,Australia,AU_ASX200,XASX,REG,REG.AX,READY,,OK,FAIL,FAIL_LT_5M,1789938.624610765,1946580.4841108713,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:REH,Reece Group,Australia,AU_ASX200,XASX,REH,REH.AX,READY,,OK,FAIL,FAIL_LT_5M,4317731.871822666,4811873.310360082,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:RGN,Region Group,Australia,AU_ASX200,XASX,RGN,RGN.AX,READY,,OK,FAIL,FAIL_LT_5M,2741176.148098886,4283587.892695114,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:RSG,Resolute Mining,Australia,AU_ASX200,XASX,RSG,RSG.AX,READY,,OK,FAIL,FAIL_LT_5M,4945135.597036498,4434021.187950963,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:RWC,Reliance Worldwide Corporation,Australia,AU_ASX200,XASX,RWC,RWC.AX,READY,,OK,FAIL,FAIL_LT_5M,4692627.768749384,5971802.432643364,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:SMR,Stanmore Resources,Australia,AU_ASX200,XASX,SMR,SMR.AX,READY,,OK,FAIL,FAIL_LT_5M,1432571.8724783962,2075868.165122887,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:SNZ,Summerset Group Holdings,Australia,AU_ASX200,XASX,SNZ,SNZ.AX,READY,,OK,FAIL,FAIL_LT_5M,774.5363941127243,1885.7547981807536,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:SPK,Spark New Zealand,Australia,AU_ASX200,XASX,SPK,SPK.AX,READY,,OK,FAIL,FAIL_LT_5M,1691801.3376422883,1536152.9861833681,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:SUL,Super Retail Group,Australia,AU_ASX200,XASX,SUL,SUL.AX,READY,,OK,FAIL,FAIL_LT_5M,2840397.424900965,3135165.6757723624,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:TAH,Tabcorp,Australia,AU_ASX200,XASX,TAH,TAH.AX,READY,,OK,FAIL,FAIL_LT_5M,1896876.51417369,2609054.515442619,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:VGN,Virgin Australia Holdings,Australia,AU_ASX200,XASX,VGN,VGN.AX,READY,,OK,FAIL,FAIL_LT_5M,1015274.5442884219,1387881.6323253298,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:WAM,WAM Capital,Australia,AU_ASX200,XASX,WAM,WAM.AX,READY,,OK,FAIL,FAIL_LT_5M,809517.6531047886,997096.8778156461,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:WLE,WAM Leaders,Australia,AU_ASX200,XASX,WLE,WLE.AX,READY,,OK,FAIL,FAIL_LT_5M,1043068.850117781,840471.1716518272,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:ZIM,Zimplats Holdings,Australia,AU_ASX200,XASX,ZIM,ZIM.AX,READY,,OK,FAIL,FAIL_LT_5M,86322.6854282647,98658.5059542486,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL,FAIL_LT_5M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL:FAIL_LT_5M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:4DX,4DMedical,Australia,AU_ASX200,XASX,4DX,4DX.AX,READY,ISOLATED_INVALID_BAR_EXCLUDED,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,10965903.8694498,14276881.729169233,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:A2M,a2 Milk Company,Australia,AU_ASX200,XASX,A2M,A2M.AX,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,8892632.212046865,9904677.370751735,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:AAI,Alcoa,Australia,AU_ASX200,XASX,AAI,AAI.AX,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,14606275.452525983,14744526.043097293,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:AMP,AMP,Australia,AU_ASX200,XASX,AMP,AMP.AX,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,14359070.050916614,12542498.044215543,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:ANN,Ansell,Australia,AU_ASX200,XASX,ANN,ANN.AX,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,6622068.917016928,6515215.793800399,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:APA,APA Group,Australia,AU_ASX200,XASX,APA,APA.AX,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,12067136.372590717,14764606.815362774,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:AUB,AUB Group,Australia,AU_ASX200,XASX,AUB,AUB.AX,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,5980001.025862023,5980001.025862023,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:BEN,Bendigo & Adelaide Bank,Australia,AU_ASX200,XASX,BEN,BEN.AX,READY,ISOLATED_INVALID_BAR_EXCLUDED,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,8255050.446732459,7702481.397307361,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:BGL,Bellevue Gold,Australia,AU_ASX200,XASX,BGL,BGL.AX,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,5556425.057486666,5536303.187559593,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:BOQ,Bank of Queensland,Australia,AU_ASX200,XASX,BOQ,BOQ.AX,READY,ISOLATED_INVALID_BAR_EXCLUDED,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,7069399.666745562,6420759.488169856,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:BPT,Beach Energy,Australia,AU_ASX200,XASX,BPT,BPT.AX,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,5648963.97255058,5676156.344175668,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:BRG,Breville Group,Australia,AU_ASX200,XASX,BRG,BRG.AX,READY,ISOLATED_INVALID_BAR_EXCLUDED,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,6270235.188908407,6249102.469181338,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:CDA,Codan,Australia,AU_ASX200,XASX,CDA,CDA.AX,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,12663554.551276576,9774395.039526185,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XASX:CGF,Challenger,Australia,AU_ASX200,XASX,CGF,CGF.AX,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,9375183.62070865,8444146.606364083,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
