Projection_Order,Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,Primary_Universe_Index,Coverage_Feasibility,Earliest_Blocker,Earliest_Failed_Gate,Sector_Taxonomy_Value_Materialized,Sector_Code_Value_Materialized,Sector_Name_Value_Materialized
513,WSSEC:WS:XNYS:CF,WS:XNYS:CF,XNYS,CF,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
514,WSSEC:WS:XNYS:CFG,WS:XNYS:CFG,XNYS,CFG,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
515,WSSEC:WS:XNYS:CFR,WS:XNYS:CFR,XNYS,CFR,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
516,WSSEC:WS:XNYS:CHD,WS:XNYS:CHD,XNYS,CHD,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
517,WSSEC:WS:XNYS:CHE,WS:XNYS:CHE,XNYS,CHE,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
518,WSSEC:WS:XNYS:CHH,WS:XNYS:CHH,XNYS,CHH,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
519,WSSEC:WS:XNYS:CHWY,WS:XNYS:CHWY,XNYS,CHWY,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
520,WSSEC:WS:XNYS:CL,WS:XNYS:CL,XNYS,CL,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
521,WSSEC:WS:XNYS:CLF,WS:XNYS:CLF,XNYS,CLF,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
522,WSSEC:WS:XNYS:CLH,WS:XNYS:CLH,XNYS,CLH,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
523,WSSEC:WS:XNYS:CLX,WS:XNYS:CLX,XNYS,CLX,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
524,WSSEC:WS:XNYS:CMC,WS:XNYS:CMC,XNYS,CMC,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
525,WSSEC:WS:XNYS:CMG,WS:XNYS:CMG,XNYS,CMG,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
526,WSSEC:WS:XNYS:CMI,WS:XNYS:CMI,XNYS,CMI,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
527,WSSEC:WS:XNYS:CMS,WS:XNYS:CMS,XNYS,CMS,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
528,WSSEC:WS:XNYS:CNC,WS:XNYS:CNC,XNYS,CNC,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
529,WSSEC:WS:XNYS:CNH,WS:XNYS:CNH,XNYS,CNH,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
530,WSSEC:WS:XNYS:CNM,WS:XNYS:CNM,XNYS,CNM,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
531,WSSEC:WS:XNYS:CNO,WS:XNYS:CNO,XNYS,CNO,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
532,WSSEC:WS:XNYS:CNP,WS:XNYS:CNP,XNYS,CNP,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
533,WSSEC:WS:XNYS:CNX,WS:XNYS:CNX,XNYS,CNX,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
534,WSSEC:WS:XNYS:COF,WS:XNYS:COF,XNYS,COF,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
535,WSSEC:WS:XNYS:COP,WS:XNYS:COP,XNYS,COP,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
536,WSSEC:WS:XNYS:COR,WS:XNYS:COR,XNYS,COR,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
537,WSSEC:WS:XNYS:CPRI,WS:XNYS:CPRI,XNYS,CPRI,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
538,WSSEC:WS:XNYS:CR,WS:XNYS:CR,XNYS,CR,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
539,WSSEC:WS:XNYS:CRBG,WS:XNYS:CRBG,XNYS,CRBG,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
540,WSSEC:WS:XNYS:CRL,WS:XNYS:CRL,XNYS,CRL,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
541,WSSEC:WS:XNYS:CRM,WS:XNYS:CRM,XNYS,CRM,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
542,WSSEC:WS:XNYS:CRS,WS:XNYS:CRS,XNYS,CRS,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
543,WSSEC:WS:XNYS:CSL,WS:XNYS:CSL,XNYS,CSL,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
544,WSSEC:WS:XNYS:CTVA,WS:XNYS:CTVA,XNYS,CTVA,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
545,WSSEC:WS:XNYS:CVNA,WS:XNYS:CVNA,XNYS,CVNA,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
546,WSSEC:WS:XNYS:CVS,WS:XNYS:CVS,XNYS,CVS,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
547,WSSEC:WS:XNYS:CVX,WS:XNYS:CVX,XNYS,CVX,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
548,WSSEC:WS:XNYS:CW,WS:XNYS:CW,XNYS,CW,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
549,WSSEC:WS:XNYS:CXT,WS:XNYS:CXT,XNYS,CXT,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
550,WSSEC:WS:XNYS:D,WS:XNYS:D,XNYS,D,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
551,WSSEC:WS:XNYS:DAL,WS:XNYS:DAL,XNYS,DAL,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
552,WSSEC:WS:XNYS:DAR,WS:XNYS:DAR,XNYS,DAR,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
553,WSSEC:WS:XNYS:DCI,WS:XNYS:DCI,XNYS,DCI,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
554,WSSEC:WS:XNYS:DE,WS:XNYS:DE,XNYS,DE,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
555,WSSEC:WS:XNYS:DG,WS:XNYS:DG,XNYS,DG,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
556,WSSEC:WS:XNYS:DHI,WS:XNYS:DHI,XNYS,DHI,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
557,WSSEC:WS:XNYS:DHR,WS:XNYS:DHR,XNYS,DHR,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
558,WSSEC:WS:XNYS:DINO,WS:XNYS:DINO,XNYS,DINO,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
559,WSSEC:WS:XNYS:DIS,WS:XNYS:DIS,XNYS,DIS,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
560,WSSEC:WS:XNYS:DKS,WS:XNYS:DKS,XNYS,DKS,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
561,WSSEC:WS:XNYS:DLB,WS:XNYS:DLB,XNYS,DLB,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
562,WSSEC:WS:XNYS:DOCN,WS:XNYS:DOCN,XNYS,DOCN,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
563,WSSEC:WS:XNYS:DOCS,WS:XNYS:DOCS,XNYS,DOCS,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
564,WSSEC:WS:XNYS:DOV,WS:XNYS:DOV,XNYS,DOV,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
565,WSSEC:WS:XNYS:DPZ,WS:XNYS:DPZ,XNYS,DPZ,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
566,WSSEC:WS:XNYS:DRI,WS:XNYS:DRI,XNYS,DRI,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
567,WSSEC:WS:XNYS:DT,WS:XNYS:DT,XNYS,DT,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
568,WSSEC:WS:XNYS:DTM,WS:XNYS:DTM,XNYS,DTM,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
569,WSSEC:WS:XNYS:DUK,WS:XNYS:DUK,XNYS,DUK,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
570,WSSEC:WS:XNYS:DVA,WS:XNYS:DVA,XNYS,DVA,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
571,WSSEC:WS:XNYS:DVN,WS:XNYS:DVN,XNYS,DVN,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
572,WSSEC:WS:XNYS:DY,WS:XNYS:DY,XNYS,DY,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
573,WSSEC:WS:XNYS:ECL,WS:XNYS:ECL,XNYS,ECL,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
574,WSSEC:WS:XNYS:ED,WS:XNYS:ED,XNYS,ED,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
575,WSSEC:WS:XNYS:EFX,WS:XNYS:EFX,XNYS,EFX,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
576,WSSEC:WS:XNYS:EHC,WS:XNYS:EHC,XNYS,EHC,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
577,WSSEC:WS:XNYS:EIX,WS:XNYS:EIX,XNYS,EIX,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
578,WSSEC:WS:XNYS:EL,WS:XNYS:EL,XNYS,EL,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
579,WSSEC:WS:XNYS:ELAN,WS:XNYS:ELAN,XNYS,ELAN,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
580,WSSEC:WS:XNYS:ELF,WS:XNYS:ELF,XNYS,ELF,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
581,WSSEC:WS:XNYS:ELV,WS:XNYS:ELV,XNYS,ELV,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
582,WSSEC:WS:XNYS:EME,WS:XNYS:EME,XNYS,EME,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
583,WSSEC:WS:XNYS:EMR,WS:XNYS:EMR,XNYS,EMR,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
584,WSSEC:WS:XNYS:ENS,WS:XNYS:ENS,XNYS,ENS,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
585,WSSEC:WS:XNYS:EOG,WS:XNYS:EOG,XNYS,EOG,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
586,WSSEC:WS:XNYS:EQH,WS:XNYS:EQH,XNYS,EQH,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
587,WSSEC:WS:XNYS:EQT,WS:XNYS:EQT,XNYS,EQT,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
588,WSSEC:WS:XNYS:ES,WS:XNYS:ES,XNYS,ES,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
589,WSSEC:WS:XNYS:ESAB,WS:XNYS:ESAB,XNYS,ESAB,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
590,WSSEC:WS:XNYS:ESNT,WS:XNYS:ESNT,XNYS,ESNT,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
591,WSSEC:WS:XNYS:ETR,WS:XNYS:ETR,XNYS,ETR,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
592,WSSEC:WS:XNYS:EVR,WS:XNYS:EVR,XNYS,EVR,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
593,WSSEC:WS:XNYS:EVRG,WS:XNYS:EVRG,XNYS,EVRG,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
594,WSSEC:WS:XNYS:EW,WS:XNYS:EW,XNYS,EW,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
595,WSSEC:WS:XNYS:EXC,WS:XNYS:EXC,XNYS,EXC,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
596,WSSEC:WS:XNYS:EXP,WS:XNYS:EXP,XNYS,EXP,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
597,WSSEC:WS:XNYS:F,WS:XNYS:F,XNYS,F,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
598,WSSEC:WS:XNYS:FAF,WS:XNYS:FAF,XNYS,FAF,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
599,WSSEC:WS:XNYS:FBIN,WS:XNYS:FBIN,XNYS,FBIN,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
600,WSSEC:WS:XNYS:FCN,WS:XNYS:FCN,XNYS,FCN,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
601,WSSEC:WS:XNYS:FCX,WS:XNYS:FCX,XNYS,FCX,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
602,WSSEC:WS:XNYS:FDS,WS:XNYS:FDS,XNYS,FDS,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
603,WSSEC:WS:XNYS:FDX,WS:XNYS:FDX,XNYS,FDX,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
604,WSSEC:WS:XNYS:FE,WS:XNYS:FE,XNYS,FE,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
605,WSSEC:WS:XNYS:FERG,WS:XNYS:FERG,XNYS,FERG,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
606,WSSEC:WS:XNYS:FHI,WS:XNYS:FHI,XNYS,FHI,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
607,WSSEC:WS:XNYS:FHN,WS:XNYS:FHN,XNYS,FHN,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
608,WSSEC:WS:XNYS:FICO,WS:XNYS:FICO,XNYS,FICO,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
609,WSSEC:WS:XNYS:FIS,WS:XNYS:FIS,XNYS,FIS,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
610,WSSEC:WS:XNYS:FIX,WS:XNYS:FIX,XNYS,FIX,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
611,WSSEC:WS:XNYS:FLG,WS:XNYS:FLG,XNYS,FLG,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
612,WSSEC:WS:XNYS:FLR,WS:XNYS:FLR,XNYS,FLR,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
613,WSSEC:WS:XNYS:FLS,WS:XNYS:FLS,XNYS,FLS,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
614,WSSEC:WS:XNYS:FN,WS:XNYS:FN,XNYS,FN,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
615,WSSEC:WS:XNYS:FNB,WS:XNYS:FNB,XNYS,FNB,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
616,WSSEC:WS:XNYS:FND,WS:XNYS:FND,XNYS,FND,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
617,WSSEC:WS:XNYS:FNF,WS:XNYS:FNF,XNYS,FNF,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
618,WSSEC:WS:XNYS:FOUR,WS:XNYS:FOUR,XNYS,FOUR,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
619,WSSEC:WS:XNYS:FTI,WS:XNYS:FTI,XNYS,FTI,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
620,WSSEC:WS:XNYS:FTV,WS:XNYS:FTV,XNYS,FTV,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
621,WSSEC:WS:XNYS:G,WS:XNYS:G,XNYS,G,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
622,WSSEC:WS:XNYS:GAP,WS:XNYS:GAP,XNYS,GAP,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
623,WSSEC:WS:XNYS:GATX,WS:XNYS:GATX,XNYS,GATX,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
624,WSSEC:WS:XNYS:GBCI,WS:XNYS:GBCI,XNYS,GBCI,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
625,WSSEC:WS:XNYS:GD,WS:XNYS:GD,XNYS,GD,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
626,WSSEC:WS:XNYS:GEF,WS:XNYS:GEF,XNYS,GEF,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
627,WSSEC:WS:XNYS:GEV,WS:XNYS:GEV,XNYS,GEV,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
628,WSSEC:WS:XNYS:GGG,WS:XNYS:GGG,XNYS,GGG,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
629,WSSEC:WS:XNYS:GHC,WS:XNYS:GHC,XNYS,GHC,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
630,WSSEC:WS:XNYS:GL,WS:XNYS:GL,XNYS,GL,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
631,WSSEC:WS:XNYS:GLW,WS:XNYS:GLW,XNYS,GLW,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
632,WSSEC:WS:XNYS:GM,WS:XNYS:GM,XNYS,GM,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
633,WSSEC:WS:XNYS:GME,WS:XNYS:GME,XNYS,GME,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
634,WSSEC:WS:XNYS:GMED,WS:XNYS:GMED,XNYS,GMED,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
635,WSSEC:WS:XNYS:GNRC,WS:XNYS:GNRC,XNYS,GNRC,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
636,WSSEC:WS:XNYS:GPC,WS:XNYS:GPC,XNYS,GPC,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
637,WSSEC:WS:XNYS:GPK,WS:XNYS:GPK,XNYS,GPK,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
638,WSSEC:WS:XNYS:GPN,WS:XNYS:GPN,XNYS,GPN,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
639,WSSEC:WS:XNYS:GS,WS:XNYS:GS,XNYS,GS,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
640,WSSEC:WS:XNYS:GWRE,WS:XNYS:GWRE,XNYS,GWRE,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
641,WSSEC:WS:XNYS:GWW,WS:XNYS:GWW,XNYS,GWW,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
642,WSSEC:WS:XNYS:GXO,WS:XNYS:GXO,XNYS,GXO,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
643,WSSEC:WS:XNYS:H,WS:XNYS:H,XNYS,H,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
644,WSSEC:WS:XNYS:HAE,WS:XNYS:HAE,XNYS,HAE,US_SP400,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
645,WSSEC:WS:XNYS:HAL,WS:XNYS:HAL,XNYS,HAL,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
646,WSSEC:WS:XNYS:HCA,WS:XNYS:HCA,XNYS,HCA,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
647,WSSEC:WS:XNYS:HD,WS:XNYS:HD,XNYS,HD,US_SP500,NOT_VERIFIED,DETERMINISTIC_WS_ID_LINKAGE_NOT_VERIFIED,E,NO,NO,NO
