Projection_Order,Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,Evidence_Cohort,Source_ID,Instrument_Type,History_State,History_Observation_Count,History_Valid_Observation_Count,Liquidity_State,Liquidity_Bucket,Usable20,MedianTurnover20_EUR,Eligibility_DryRun,Stage_U_Status
49,WSSEC:WS:ISIN:INE062A01020,WS:ISIN:INE062A01020,XNSE,SBIN,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,74547233.56940481,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
50,WSSEC:WS:ISIN:INE066A01021,WS:ISIN:INE066A01021,XNSE,EICHERMOT,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,24588811.146303654,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
51,WSSEC:WS:ISIN:INE081A01020,WS:ISIN:INE081A01020,XNSE,TATASTEEL,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,39245459.39200002,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
52,WSSEC:WS:ISIN:INE089A01031,WS:ISIN:INE089A01031,XNSE,DRREDDY,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,STANDARD,20,19224582.627052646,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
53,WSSEC:WS:ISIN:INE090A01021,WS:ISIN:INE090A01021,XNSE,ICICIBANK,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,120248056.01657584,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
54,WSSEC:WS:ISIN:INE101A01026,WS:ISIN:INE101A01026,XNSE,M&M,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,52618841.474584706,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
55,WSSEC:WS:ISIN:INE154A01025,WS:ISIN:INE154A01025,XNSE,ITC,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,30736925.00998172,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
56,WSSEC:WS:ISIN:INE155A01022,WS:ISIN:INE155A01022,XNSE,TMPV,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,23400616.76204367,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
57,WSSEC:WS:ISIN:INE213A01029,WS:ISIN:INE213A01029,XNSE,ONGC,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,498,498,LIQUIDITY_OK,PREFERRED,20,24364161.27511967,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
58,WSSEC:WS:ISIN:INE237A01036,WS:ISIN:INE237A01036,XNSE,KOTAKBANK,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,36825738.61552933,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
59,WSSEC:WS:ISIN:INE238A01034,WS:ISIN:INE238A01034,XNSE,AXISBANK,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,498,498,LIQUIDITY_OK,PREFERRED,20,52131297.44973051,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
60,WSSEC:WS:ISIN:INE239A01024,WS:ISIN:INE239A01024,XNSE,NESTLEIND,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,23604676.69789141,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
61,WSSEC:WS:ISIN:INE263A01024,WS:ISIN:INE263A01024,XNSE,BEL,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,34717614.71566627,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
62,WSSEC:WS:ISIN:INE280A01028,WS:ISIN:INE280A01028,XNSE,TITAN,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,26196461.448945634,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
63,WSSEC:WS:ISIN:INE296A01032,WS:ISIN:INE296A01032,XNSE,BAJFINANCE,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,498,498,LIQUIDITY_OK,PREFERRED,20,47471317.617112786,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
64,WSSEC:WS:ISIN:INE397D01024,WS:ISIN:INE397D01024,XNSE,BHARTIARTL,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,99633968.48774827,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
65,WSSEC:WS:ISIN:INE423A01024,WS:ISIN:INE423A01024,XNSE,ADANIENT,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,24539943.76095742,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
66,WSSEC:WS:ISIN:INE437A01024,WS:ISIN:INE437A01024,XNSE,APOLLOHOSP,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,498,498,LIQUIDITY_OK,PREFERRED,20,23475722.317748994,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
67,WSSEC:WS:ISIN:INE467B01029,WS:ISIN:INE467B01029,XNSE,TCS,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,49605642.56983438,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
68,WSSEC:WS:ISIN:INE481G01011,WS:ISIN:INE481G01011,XNSE,ULTRACEMCO,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,498,498,LIQUIDITY_OK,PREFERRED,20,21844639.04759705,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
69,WSSEC:WS:ISIN:INE522F01014,WS:ISIN:INE522F01014,XNSE,COALINDIA,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,STANDARD,20,19511107.403258532,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
70,WSSEC:WS:ISIN:INE585B01010,WS:ISIN:INE585B01010,XNSE,MARUTI,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,34793280.69207938,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
71,WSSEC:WS:ISIN:INE646L01027,WS:ISIN:INE646L01027,XNSE,INDIGO,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,498,498,LIQUIDITY_OK,STANDARD,20,19291391.437173773,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
72,WSSEC:WS:ISIN:INE669C01036,WS:ISIN:INE669C01036,XNSE,TECHM,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,30398883.442293458,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
73,WSSEC:WS:ISIN:INE721A01047,WS:ISIN:INE721A01047,XNSE,SHRIRAMFIN,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,34124071.29115852,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
74,WSSEC:WS:ISIN:INE733E01010,WS:ISIN:INE733E01010,XNSE,NTPC,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,23225718.91392939,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
75,WSSEC:WS:ISIN:INE742F01042,WS:ISIN:INE742F01042,XNSE,ADANIPORTS,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,27294137.49737721,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
76,WSSEC:WS:ISIN:INE752E01010,WS:ISIN:INE752E01010,XNSE,POWERGRID,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,STANDARD,20,18458330.951314714,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
77,WSSEC:WS:ISIN:INE758E01017,WS:ISIN:INE758E01017,XNSE,JIOFIN,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,22081904.326629996,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
78,WSSEC:WS:ISIN:INE758T01015,WS:ISIN:INE758T01015,XNSE,ETERNAL,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,PREFERRED,20,78475859.00037341,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
79,WSSEC:WS:ISIN:INE849A01020,WS:ISIN:INE849A01020,XNSE,TRENT,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,498,498,LIQUIDITY_OK,STANDARD,20,18328002.92103441,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
80,WSSEC:WS:ISIN:INE860A01027,WS:ISIN:INE860A01027,XNSE,HCLTECH,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,STANDARD,20,19024362.007491812,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
81,WSSEC:WS:ISIN:INE917I01010,WS:ISIN:INE917I01010,XNSE,BAJAJ-AUTO,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,498,498,LIQUIDITY_OK,PREFERRED,20,23403495.547219716,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
82,WSSEC:WS:ISIN:INE918I01026,WS:ISIN:INE918I01026,XNSE,BAJAJFINSV,BASE_1633,SRC_NIFTY50,COMMON_STOCK,HISTORY_OK,499,499,LIQUIDITY_OK,STANDARD,20,15723292.115014508,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
83,WSSEC:WS:ISIN:KYG022421088,WS:ISIN:KYG022421088,XTAI,3661,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,207279119.01359683,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
84,WSSEC:WS:ISIN:KYG114741062,WS:ISIN:KYG114741062,XTAI,3665,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,192602540.03017524,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
85,WSSEC:WS:ISIN:KYG989221000,WS:ISIN:KYG989221000,XTAI,4958,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,421201593.8067701,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
86,WSSEC:WS:ISIN:TW0001216000,WS:ISIN:TW0001216000,XTAI,1216,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,27152390.75108891,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
87,WSSEC:WS:ISIN:TW0001303006,WS:ISIN:TW0001303006,XTAI,1303,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,451266230.4797486,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
88,WSSEC:WS:ISIN:TW0002059003,WS:ISIN:TW0002059003,XTAI,2059,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,177006595.38707998,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
89,WSSEC:WS:ISIN:TW0002301009,WS:ISIN:TW0002301009,XTAI,2301,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,262929543.3846386,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
90,WSSEC:WS:ISIN:TW0002303005,WS:ISIN:TW0002303005,XTAI,2303,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,448707105.90657127,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
91,WSSEC:WS:ISIN:TW0002308004,WS:ISIN:TW0002308004,XTAI,2308,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,451874926.14605165,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
92,WSSEC:WS:ISIN:TW0002317005,WS:ISIN:TW0002317005,XTAI,2317,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,238115462.6119715,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
93,WSSEC:WS:ISIN:TW0002327004,WS:ISIN:TW0002327004,XTAI,2327,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,756655444.7090428,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
94,WSSEC:WS:ISIN:TW0002330008,WS:ISIN:TW0002330008,XTAI,2330,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,1148847214.510353,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
95,WSSEC:WS:ISIN:TW0002344009,WS:ISIN:TW0002344009,XTAI,2344,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,739839158.0228558,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
96,WSSEC:WS:ISIN:TW0002345006,WS:ISIN:TW0002345006,XTAI,2345,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,177269824.5881004,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
97,WSSEC:WS:ISIN:TW0002357001,WS:ISIN:TW0002357001,XTAI,2357,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,78818013.77517512,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
98,WSSEC:WS:ISIN:TW0002360005,WS:ISIN:TW0002360005,XTAI,2360,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,122556136.20825031,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
99,WSSEC:WS:ISIN:TW0002368008,WS:ISIN:TW0002368008,XTAI,2368,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,315312533.65048736,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
100,WSSEC:WS:ISIN:TW0002382009,WS:ISIN:TW0002382009,XTAI,2382,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,133472427.24887307,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
101,WSSEC:WS:ISIN:TW0002383007,WS:ISIN:TW0002383007,XTAI,2383,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,284522620.58165985,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
102,WSSEC:WS:ISIN:TW0002395001,WS:ISIN:TW0002395001,XTAI,2395,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,64855319.40951374,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
103,WSSEC:WS:ISIN:TW0002408002,WS:ISIN:TW0002408002,XTAI,2408,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,1196218818.915217,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
104,WSSEC:WS:ISIN:TW0002412004,WS:ISIN:TW0002412004,XTAI,2412,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,30589512.79864295,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
105,WSSEC:WS:ISIN:TW0002449006,WS:ISIN:TW0002449006,XTAI,2449,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,102444606.6745086,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
106,WSSEC:WS:ISIN:TW0002454006,WS:ISIN:TW0002454006,XTAI,2454,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,713929368.076232,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
107,WSSEC:WS:ISIN:TW0002603008,WS:ISIN:TW0002603008,XTAI,2603,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,79244767.5243704,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
108,WSSEC:WS:ISIN:TW0002880002,WS:ISIN:TW0002880002,XTAI,2880,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,29580576.3900242,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
109,WSSEC:WS:ISIN:TW0002881000,WS:ISIN:TW0002881000,XTAI,2881,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,63901882.62880919,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
110,WSSEC:WS:ISIN:TW0002882008,WS:ISIN:TW0002882008,XTAI,2882,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,45494942.45331991,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
111,WSSEC:WS:ISIN:TW0002883006,WS:ISIN:TW0002883006,XTAI,2883,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,31077843.17510405,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
112,WSSEC:WS:ISIN:TW0002884004,WS:ISIN:TW0002884004,XTAI,2884,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,35429430.62395178,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
113,WSSEC:WS:ISIN:TW0002885001,WS:ISIN:TW0002885001,XTAI,2885,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,36019724.68488168,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
114,WSSEC:WS:ISIN:TW0002886009,WS:ISIN:TW0002886009,XTAI,2886,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,40966008.62735006,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
115,WSSEC:WS:ISIN:TW0002887007,WS:ISIN:TW0002887007,XTAI,2887,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,44336823.42032097,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
116,WSSEC:WS:ISIN:TW0002890001,WS:ISIN:TW0002890001,XTAI,2890,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,STANDARD,20,19428076.068596363,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
117,WSSEC:WS:ISIN:TW0002891009,WS:ISIN:TW0002891009,XTAI,2891,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,48340600.381298855,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
118,WSSEC:WS:ISIN:TW0002892007,WS:ISIN:TW0002892007,XTAI,2892,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,36309266.60805701,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
119,WSSEC:WS:ISIN:TW0003008009,WS:ISIN:TW0003008009,XTAI,3008,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,317901561.99801207,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
120,WSSEC:WS:ISIN:TW0003017000,WS:ISIN:TW0003017000,XTAI,3017,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,310526897.35419905,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
121,WSSEC:WS:ISIN:TW0003037008,WS:ISIN:TW0003037008,XTAI,3037,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,596755309.9025694,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
122,WSSEC:WS:ISIN:TW0003045001,WS:ISIN:TW0003045001,XTAI,3045,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,28952679.630717836,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
123,WSSEC:WS:ISIN:TW0003231007,WS:ISIN:TW0003231007,XTAI,3231,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,231900763.22750145,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
124,WSSEC:WS:ISIN:TW0003443008,WS:ISIN:TW0003443008,XTAI,3443,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,344340828.6436557,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
125,WSSEC:WS:ISIN:TW0003653002,WS:ISIN:TW0003653002,XTAI,3653,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,213281214.9581112,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
126,WSSEC:WS:ISIN:TW0004904008,WS:ISIN:TW0004904008,XTAI,4904,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,STANDARD,20,15220566.50819913,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
127,WSSEC:WS:ISIN:TW0006505001,WS:ISIN:TW0006505001,XTAI,6505,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,36606752.37591858,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
128,WSSEC:WS:ISIN:TW0008046004,WS:ISIN:TW0008046004,XTAI,8046,BASE_1633,SRC_FTSE_TW50_CW_20260630,COMMON_STOCK,HISTORY_OK,484,484,LIQUIDITY_OK,PREFERRED,20,321757055.21216464,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
129,WSSEC:WS:XASX:ALD,WS:XASX:ALD,XASX,ALD,AU1,AU1_EVIDENCE_ADMISSION_GATE,COMMON_STOCK,HISTORY_OK,507,507,LIQUIDITY_OK,PREFERRED,20,39970639.508625,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
130,WSSEC:WS:XASX:ALL,WS:XASX:ALL,XASX,ALL,AU1,AU1_EVIDENCE_ADMISSION_GATE,COMMON_STOCK,HISTORY_OK,507,507,LIQUIDITY_OK,PREFERRED,20,46678223.591312,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
131,WSSEC:WS:XASX:ALQ,WS:XASX:ALQ,XASX,ALQ,AU1,AU1_EVIDENCE_ADMISSION_GATE,COMMON_STOCK,HISTORY_OK,507,507,LIQUIDITY_OK,STANDARD,20,17557760.258817,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
132,WSSEC:WS:XASX:ANZ,WS:XASX:ANZ,XASX,ANZ,AU1,AU1_EVIDENCE_ADMISSION_GATE,COMMON_STOCK,HISTORY_OK,506,506,LIQUIDITY_OK,PREFERRED,20,98407540.669615,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
133,WSSEC:WS:XASX:ASX,WS:XASX:ASX,XASX,ASX,AU1,AU1_EVIDENCE_ADMISSION_GATE,COMMON_STOCK,HISTORY_OK,507,507,LIQUIDITY_OK,PREFERRED,20,22353722.625885,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
134,WSSEC:WS:XASX:AZJ,WS:XASX:AZJ,XASX,AZJ,AU1,AU1_EVIDENCE_ADMISSION_GATE,COMMON_STOCK,HISTORY_OK,507,507,LIQUIDITY_OK,STANDARD,20,17903762.454220,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
135,WSSEC:WS:XASX:BHP,WS:XASX:BHP,XASX,BHP,AU1,AU1_EVIDENCE_ADMISSION_GATE,COMMON_STOCK,HISTORY_OK,507,507,LIQUIDITY_OK,PREFERRED,20,293619000.777257,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
136,WSSEC:WS:XASX:BSL,WS:XASX:BSL,XASX,BSL,AU1,AU1_EVIDENCE_ADMISSION_GATE,COMMON_STOCK,HISTORY_OK,506,506,LIQUIDITY_OK,PREFERRED,20,27487669.936420,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
137,WSSEC:WS:XASX:BXB,WS:XASX:BXB,XASX,BXB,AU1,AU1_EVIDENCE_ADMISSION_GATE,COMMON_STOCK,HISTORY_OK,506,506,LIQUIDITY_OK,PREFERRED,20,49567577.185325,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
138,WSSEC:WS:XASX:CAR,WS:XASX:CAR,XASX,CAR,AU1,AU1_EVIDENCE_ADMISSION_GATE,COMMON_STOCK,HISTORY_OK,507,507,LIQUIDITY_OK,PREFERRED,20,26380316.249232,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
