JSE_ISIN,JSE_Issuer_Name,JSE_Issue_Description,JSE_Number_of_Securities,JSE_Nominal_Value,JSE_Currency_Code,JSE_Instrument_Type,JSE_Alpha_Code,JSE_Instrument_Version,JSE_Legacy_Field,JSE_Issuer_Registration_Number,JSE_Issuer_Income_Tax_Number,JSE_Trailing
ZAE000247946,27Four Collective Investments (RF) (Pty) Ltd,Benguela Equity ACI Fund B3,000000000000000,0000000000000,ZAC,UT,BEAB3,000,,2015/291620/07,,   
ZAE000250130,27Four Collective Investments (RF) (Pty) Ltd,ACI Money Market Fund B2,000000000000000,0000000000000,ZAC,UT,AMMFB2,000,,2015/291620/07,,   
ZAE000324059,4SIGHT HOLDINGS LIMITED,4Sight Holdings Ltd,000000550360161,0000000000000,ZAC,Ordinary,4SI,001,,2022/852017/06,9883271182,   
ZAE000000220,A E C I LIMITED,AECI Limited,000000105517780,0000000000001,ZAC,Ordinary,AFE,000,XC0008637271,1924/002590/06,9000008608,   
ZAE000000238,A E C I LIMITED,"AECI Limited 5,5% Pref",000000003000000,0000000000002,ZAC,PS,AFEP,000,,1924/002590/06,9000008608,   
ZAE000162590,ABSA BANK LIMITED,NEWWAVE PLAT ETN 12MAR42,000000000208305,0000000000000,ZAC,Securities,NEWPLT,000,,1986/004794/06,9575/117/71/,9  
ZAE000162608,ABSA BANK LIMITED,NEWWAVE USD ETN 12MAR42,000000047335177,0000000000000,ZAC,Securities,NEWUSD,000,,1986/004794/06,9575/117/71/,9  
ZAE000162541,ABSA BANK LIMITED,NEWWAVE EURO ETN 12MAR42,000000004256648,0000000000000,ZAC,Securities,NEWEUR,000,,1986/004794/06,9575/117/71/,9  
ZAE000162558,ABSA BANK LIMITED,NEWWAVE GBP ETN 12MAR42,000000002258030,0000000000000,ZAC,Securities,NEWGBP,000,,1986/004794/06,9575/117/71/,9  
ZAE000162566,ABSA BANK LIMITED,NEWWAVE SLV ETN 12MAR42,000000151354452,0000000000000,ZAC,Securities,NEWSLV,000,,1986/004794/06,9575/117/71/,9  
ZAE000301644,ABSA BANK LIMITED,ABMBSN678-20AUGUST2026,000000000015307,0000000000000,ZAC,Index,ASN678,000,,1986/004794/06,9575/117/71/,9  
ZAE000301651,ABSA BANK LIMITED,ABMBSN677-20AUGUST2026,000000000006897,0000000000000,ZAC,Index,ASN677,000,,1986/004794/06,9575/117/71/,9  
ZAE000302253,ABSA BANK LIMITED,ABMBSN686-25AUGUST2026,000000000078424,0000000000000,ZAC,Index,ASN686,000,,1986/004794/06,9575/117/71/,9  
ZAE000302261,ABSA BANK LIMITED,ABMBSN687-25AUGUST2026,000000000015301,0000000000000,ZAC,Index,ASN687,000,,1986/004794/06,9575/117/71/,9  
ZAE000302303,ABSA BANK LIMITED,ABMBSN699-15SEPTEMBER2026,000000000020004,0000000000000,ZAC,Index,ASN699,000,,1986/004794/06,9575/117/71/,9  
ZAE000302311,ABSA BANK LIMITED,ABMBSN696-04SEPTEMBER2026,000000000072045,0000000000000,ZAC,Index,ASN696,000,,1986/004794/06,9575/117/71/,9  
ZAE000366027,ABSA BANK LIMITED,ABMBMB618-14July2031,000000000018455,0000000000000,ZAC,Basket,AMB618,000,,1986/004794/06,9575/117/71/,9  
ZAE000366456,ABSA BANK LIMITED,ABMBMB619-21July2031,000000000170030,0000000000000,ZAC,Index,AMB619,000,,1986/004794/06,9575/117/71/,9  
ZAE000366464,ABSA BANK LIMITED,ABMBMB620-21July2031,000000000042200,0000000000000,ZAC,Index,AMB620,000,,1986/004794/06,9575/117/71/,9  
ZAE000357976,ABSA BANK LIMITED,ABMBMB551-18February2028,000000000025000,0000000000000,ZAC,Index,AMB551,000,,1986/004794/06,9575/117/71/,9  
ZAE000358222,ABSA BANK LIMITED,ABMBMB553-25February2031,000000000006971,0000000000000,ZAC,Index,AMB553,000,,1986/004794/06,9575/117/71/,9  
ZAE000365599,ABSA BANK LIMITED,ABMBMB616-11July2028,000000000015000,0000000000000,ZAC,Comp,AMB616,000,,1986/004794/06,9575/117/71/,9  
ZAE000365607,ABSA BANK LIMITED,ABMBMB617-11July2028,000000000015000,0000000000000,ZAC,Comp,AMB617,000,,1986/004794/06,9575/117/71/,9  
ZAE000365680,ABSA BANK LIMITED,ABMBMB614-30August2029,000000000015000,0000000000000,ZAC,Comp,AMB614,000,,1986/004794/06,9575/117/71/,9  
ZAE000365797,ABSA BANK LIMITED,ABMBMB615-30August2029,000000000023000,0000000000000,ZAC,Comp,AMB615,000,,1986/004794/06,9575/117/71/,9  
ZAE000351656,ABSA BANK LIMITED,ABMBMB509-20August2026,000000000200000,0000000000000,ZAC,Comp,AMB509,000,,1986/004794/06,9575/117/71/,9  
ZAE000352050,ABSA BANK LIMITED,ABMBMB512-26August2031,000000000050000,0000000000000,ZAC,Index,AMB512,000,,1986/004794/06,9575/117/71/,9  
ZAE000352068,ABSA BANK LIMITED,ABMBMB511-26August2030,000000000068393,0000000000000,ZAC,Index,AMB511,000,,1986/004794/06,9575/117/71/,9  
ZAE000352100,ABSA BANK LIMITED,ABMBMB513-27August2030,000000000018397,0000000000000,ZAC,Index,AMB513,000,,1986/004794/06,9575/117/71/,9  
ZAE000352118,ABSA BANK LIMITED,ABMBMB514-27August2030,000000000015373,0000000000000,ZAC,Index,AMB514,000,,1986/004794/06,9575/117/71/,9  
ZAE000356887,ABSA BANK LIMITED,ABMBMB550-30October2026,000000000050000,0000000000000,ZAC,Comp,AMB550,000,,1986/004794/06,9575/117/71/,9  
ZAE000350245,ABSA BANK LIMITED,ABMBMB502-22July2030,000000000004413,0000000000000,ZAC,Index,AMB502,000,,1986/004794/06,9575/117/71/,9  
ZAE000350310,ABSA BANK LIMITED,ABMBMB503-23July2030,000000000026924,0000000000000,ZAC,Index,AMB503,000,,1986/004794/06,9575/117/71/,9  
ZAE000350526,ABSA BANK LIMITED,ABMBMB504-29July2030,000000000016486,0000000000000,ZAC,Index,AMB504,000,,1986/004794/06,9575/117/71/,9  
ZAE000350674,ABSA BANK LIMITED,ABMBMB506-29July2030,000000000009052,0000000000000,ZAC,Index,AMB506,000,,1986/004794/06,9575/117/71/,9  
ZAE000350708,ABSA BANK LIMITED,ABMBMB505-29July2030,000000000010300,0000000000000,ZAC,Index,AMB505,000,,1986/004794/06,9575/117/71/,9  
ZAE000351169,ABSA BANK LIMITED,ABMBMB508-05August2027,000000000003000,0000000000000,ZAC,Comp,AMB508,000,,1986/004794/06,9575/117/71/,9  
ZAE000346037,ABSA BANK LIMITED,ABMBMB468-26March2030,000000000007325,0000000000000,ZAC,Index,AMB468,000,,1986/004794/06,9575/117/71/,9  
ZAE000346045,ABSA BANK LIMITED,ABMBMB470-25March2030,000000000013818,0000000000000,ZAC,Index,AMB470,000,,1986/004794/06,9575/117/71/,9  
ZAE000346052,ABSA BANK LIMITED,ABMBMB469-25March2030,000000000018567,0000000000000,ZAC,Basket,AMB469,000,,1986/004794/06,9575/117/71/,9  
ZAE000346086,ABSA BANK LIMITED,ABMBMB471-27March2030,000000000030650,0000000000000,ZAC,Index,AMB471,000,,1986/004794/06,9575/117/71/,9  
ZAE000346128,ABSA BANK LIMITED,ABMBMB472-26March2030,000000000023292,0000000000000,ZAC,Index,AMB472,000,,1986/004794/06,9575/117/71/,9  
ZAE000350112,ABSA BANK LIMITED,ABMBM501-15July2030,000000000005002,0000000000000,ZAC,Index,AMB501,000,,1986/004794/06,9575/117/71/,9  
ZAE000344388,ABSA BANK LIMITED,ABMBMB462-25February2030,000000000043194,0000000000000,ZAC,Index,AMB462,000,,1986/004794/06,9575/117/71/,9  
ZAE000344396,ABSA BANK LIMITED,ABMBMB461-25February2030,000000000026162,0000000000000,ZAC,Index,AMB461,000,,1986/004794/06,9575/117/71/,9  
ZAE000345344,ABSA BANK LIMITED,ABMBMB464-08March2030,000000000016233,0000000000000,ZAC,Basket,AMB464,000,,1986/004794/06,9575/117/71/,9  
ZAE000345856,ABSA BANK LIMITED,ABMBMB466-19March2030,000000000095088,0000000000000,ZAC,Index,AMB466,000,,1986/004794/06,9575/117/71/,9  
ZAE000345930,ABSA BANK LIMITED,ABMBMB465-20March2030,000000000016316,0000000000000,ZAC,Index,AMB465,000,,1986/004794/06,9575/117/71/,9  
ZAE000345948,ABSA BANK LIMITED,ABMBMB467-25March2030,000000000021256,0000000000000,ZAC,Index,AMB467,000,,1986/004794/06,9575/117/71/,9  
ZAE000341939,ABSA BANK LIMITED,ABMBMB437-26November2029,000000000017008,0000000000000,ZAC,Index,AMB437,000,,1986/004794/06,9575/117/71/,9  
ZAE000344222,ABSA BANK LIMITED,ABMBMB463-21February2030,000000000012874,0000000000000,ZAC,Basket,AMB463,000,,1986/004794/06,9575/117/71/,9  
ZAE000344230,ABSA BANK LIMITED,ABMBMB458-21February2030,000000000015742,0000000000000,ZAC,Index,AMB458,000,,1986/004794/06,9575/117/71/,9  
ZAE000344248,ABSA BANK LIMITED,ABMBMB457-20February2030,000000000032781,0000000000000,ZAC,Index,AMB457,000,,1986/004794/06,9575/117/71/,9  
ZAE000344255,ABSA BANK LIMITED,ABMBMB459-21February2030,000000000020517,0000000000000,ZAC,Index,AMB459,000,,1986/004794/06,9575/117/71/,9  
ZAE000344370,ABSA BANK LIMITED,ABMBMB460-25February2030,000000000017357,0000000000000,ZAC,Index,AMB460,000,,1986/004794/06,9575/117/71/,9  
ZAE000341244,ABSA BANK LIMITED,ABMBMB431-05November2030,000000000020008,0000000000000,ZAC,Index,AMB431,000,,1986/004794/06,9575/117/71/,9  
ZAE000341251,ABSA BANK LIMITED,ABMBMB432-02November2029,000000000051994,0000000000000,ZAC,Index,AMB432,000,,1986/004794/06,9575/117/71/,9  
ZAE000341319,ABSA BANK LIMITED,ABMBMB433-05November2029,000000000030927,0000000000000,ZAC,Index,AMB433,000,,1986/004794/06,9575/117/71/,9  
ZAE000341350,ABSA BANK LIMITED,ABMBMB435-06November2029,000000000011744,0000000000000,ZAC,Index,AMB435,000,,1986/004794/06,9575/117/71/,9  
ZAE000341368,ABSA BANK LIMITED,ABMBMB434-05November2029,000000000043612,0000000000000,ZAC,Index,AMB434,000,,1986/004794/06,9575/117/71/,9  
ZAE000341525,ABSA BANK LIMITED,ABMBMB436-08November2029,000000000080016,0000000000000,ZAC,Index,AMB436,000,,1986/004794/06,9575/117/71/,9  
ZAE000340030,ABSA BANK LIMITED,ABMBMB425-05October2029,000000000036552,0000000000000,ZAC,Index,AMB425,000,,1986/004794/06,9575/117/71/,9  
ZAE000340105,ABSA BANK LIMITED,ABMBMB426-05OCTOBER2029,000000000048176,0000000000000,ZAC,Index,AMB426,000,,1986/004794/06,9575/117/71/,9  
ZAE000340113,ABSA BANK LIMITED,ABMBMB427-10October2029,000000000007000,0000000000000,ZAC,Index,AMB427,000,,1986/004794/06,9575/117/71/,9  
ZAE000340923,ABSA BANK LIMITED,ABMBMB428-25October2029,000000000009314,0000000000000,ZAC,Index,AMB428,000,,1986/004794/06,9575/117/71/,9  
ZAE000340949,ABSA BANK LIMITED,ABMBMB429-25October2029,000000000006501,0000000000000,ZAC,Index,AMB429,000,,1986/004794/06,9575/117/71/,9  
ZAE000341111,ABSA BANK LIMITED,ABMBMB430-29October2029,000000000031789,0000000000000,ZAC,Index,AMB430,000,,1986/004794/06,9575/117/71/,9  
ZAE000337424,ABSA BANK LIMITED,ABMBMB402-20JULY2029,000000000025097,0000000000000,ZAC,Index,AMB402,000,,1986/004794/06,9575/117/71/,9  
ZAE000337655,ABSA BANK LIMITED,ABMBMB403-30JULY2029,000000000008792,0000000000000,ZAC,Index,AMB403,000,,1986/004794/06,9575/117/71/,9  
ZAE000337721,ABSA BANK LIMITED,ABMBMB404-27July2029,000000000025942,0000000000000,ZAC,Index,AMB404,000,,1986/004794/06,9575/117/71/,9  
ZAE000337747,ABSA BANK LIMITED,ABMBMB406-30July2029,000000000054350,0000000000000,ZAC,Index,AMB406,000,,1986/004794/06,9575/117/71/,9  
ZAE000337762,ABSA BANK LIMITED,ABMBMB405-30July2029,000000000051177,0000000000000,ZAC,Index,AMB405,000,,1986/004794/06,9575/117/71/,9  
ZAE000339974,ABSA BANK LIMITED,ABMBMB424-05October2029,000000000064069,0000000000000,ZAC,Index,AMB424,000,,1986/004794/06,9575/117/71/,9  
ZAE000336566,ABSA BANK LIMITED,ABMBMB396-26JUNE2029,000000000091221,0000000000000,ZAC,Index,AMB396,000,,1986/004794/06,9575/117/71/,9  
ZAE000336632,ABSA BANK LIMITED,ABMBMB395-22JUNE2029,000000000010010,0000000000000,ZAC,Index,AMB395,000,,1986/004794/06,9575/117/71/,9  
ZAE000336681,ABSA BANK LIMITED,ABMBMB398-29JUNE2029,000000000046949,0000000000000,ZAC,Index,AMB398,000,,1986/004794/06,9575/117/71/,9  
ZAE000336715,ABSA BANK LIMITED,ABMBMB400-29JUNE2029,000000000031337,0000000000000,ZAC,Index,AMB400,000,,1986/004794/06,9575/117/71/,9  
ZAE000336723,ABSA BANK LIMITED,ABMBMB399-29JUNE2029,000000000038222,0000000000000,ZAC,Index,AMB399,000,,1986/004794/06,9575/117/71/,9  
ZAE000337036,ABSA BANK LIMITED,ABMBMB401-09JULY2029,000000000010000,0000000000000,ZAC,Index,AMB401,000,,1986/004794/06,9575/117/71/,9  
ZAE000333639,ABSA BANK LIMITED,ABMBMB376-22MARCH2029,000000000048512,0000000000000,ZAC,Index,AMB376,000,,1986/004794/06,9575/117/71/,9  
ZAE000333654,ABSA BANK LIMITED,ABMBMB379-26MARCH2029,000000000043174,0000000000000,ZAC,Index,AMB379,000,,1986/004794/06,9575/117/71/,9  
ZAE000336095,ABSA BANK LIMITED,ABMBMB392-07JUNE2029,000000000031019,0000000000000,ZAC,Index,AMB392,000,,1986/004794/06,9575/117/71/,9  
ZAE000336301,ABSA BANK LIMITED,ABMBAMB394-14JUNE2029,000000000014239,0000000000000,ZAC,Index,AMB394,000,,1986/004794/06,9575/117/71/,9  
ZAE000336350,ABSA BANK LIMITED,ABMBMB393-18JUNE2029,000000000019506,0000000000000,ZAC,Index,AMB393,000,,1986/004794/06,9575/117/71/,9  
ZAE000336558,ABSA BANK LIMITED,ABMBMB397-26JUNE2029,000000000033038,0000000000000,ZAC,Index,AMB397,000,,1986/004794/06,9575/117/71/,9  
ZAE000333142,ABSA BANK LIMITED,ABMBMB372-28FEBRUARY2029,000000000010312,0000000000000,ZAC,Index,AMB372,000,,1986/004794/06,9575/117/71/,9  
ZAE000333274,ABSA BANK LIMITED,ABMBMB373-05MARCH2029,000000000020012,0000000000000,ZAC,Index,AMB373,000,,1986/004794/06,9575/117/71/,9  
ZAE000333563,ABSA BANK LIMITED,ABMBMB374-22MARCH2029,000000000020016,0000000000000,ZAC,Index,AMB374,000,,1986/004794/06,9575/117/71/,9  
ZAE000333589,ABSA BANK LIMITED,ABMBMB375-20MARCH2029,000000000037343,0000000000000,ZAC,Index,AMB375,000,,1986/004794/06,9575/117/71/,9  
ZAE000333613,ABSA BANK LIMITED,ABMBMB378-26MARCH2029,000000000056515,0000000000000,ZAC,Index,AMB378,000,,1986/004794/06,9575/117/71/,9  
ZAE000333621,ABSA BANK LIMITED,ABMBMB377-19MARCH2029,000000000052258,0000000000000,ZAC,Index,AMB377,000,,1986/004794/06,9575/117/71/,9  
ZAE000330932,ABSA BANK LIMITED,ABMBMB367-22DECEMBER2028,000000000047785,0000000000000,ZAC,Index,AMB367,000,,1986/004794/06,9575/117/71/,9  
ZAE000330957,ABSA BANK LIMITED,ABMBMB368-22DECEMBER2028,000000000011685,0000000000000,ZAC,Index,AMB368,000,,1986/004794/06,9575/117/71/,9  
ZAE000330965,ABSA BANK LIMITED,ABMBMB365-20DECEMBER2028,000000000060104,0000000000000,ZAC,Index,AMB365,000,,1986/004794/06,9575/117/71/,9  
ZAE000332987,ABSA BANK LIMITED,ABMBMB371-22FEBRUARY2029,000000000028976,0000000000000,ZAC,Index,AMB371,000,,1986/004794/06,9575/117/71/,9  
ZAE000332995,ABSA BANK LIMITED,ABMBMB370-22FEBRUARY2029,000000000023541,0000000000000,ZAC,Index,AMB370,000,,1986/004794/06,9575/117/71/,9  
ZAE000333001,ABSA BANK LIMITED,ABMBMB369-21FEBRUARY2029,000000000031500,0000000000000,ZAC,Index,AMB369,000,,1986/004794/06,9575/117/71/,9  
ZAE000330445,ABSA BANK LIMITED,ABMBMB360-08DECEMBER2028,000000000016204,0000000000000,ZAC,Index,AMB360,000,,1986/004794/06,9575/117/71/,9  
ZAE000330478,ABSA BANK LIMITED,ABMBMB361-11DECEMBER2028,000000000024797,0000000000000,ZAC,Index,AMB361,000,,1986/004794/06,9575/117/71/,9  
ZAE000330544,ABSA BANK LIMITED,ABMBMB362-11DECEMBER2028,000000000020000,0000000000000,ZAC,Index,AMB362,000,,1986/004794/06,9575/117/71/,9  
ZAE000330742,ABSA BANK LIMITED,ABMBMB363-19DECEMBER2028,000000000012006,0000000000000,ZAC,Index,AMB363,000,,1986/004794/06,9575/117/71/,9  
ZAE000330809,ABSA BANK LIMITED,ABMBMB364-20DECEMBER2028,000000000015820,0000000000000,ZAC,Index,AMB364,000,,1986/004794/06,9575/117/71/,9  
ZAE000330924,ABSA BANK LIMITED,ABMBMB366-22DECEMBER2028,000000000107215,0000000000000,ZAC,Index,AMB366,000,,1986/004794/06,9575/117/71/,9  
ZAE000329587,ABSA BANK LIMITED,ABMBMB353-15NOVEMBER2028,000000000061552,0000000000000,ZAC,Index,AMB353,000,,1986/004794/06,9575/117/71/,9  
ZAE000329603,ABSA BANK LIMITED,ABMBMB354-16NOVEMBER2028,000000000043112,0000000000000,ZAC,Index,AMB354,000,,1986/004794/06,9575/117/71/,9  
ZAE000329629,ABSA BANK LIMITED,ABMBMB355-16NOVEMBER2028,000000000042811,0000000000000,ZAC,Index,AMB355,000,,1986/004794/06,9575/117/71/,9  
ZAE000329660,ABSA BANK LIMITED,ABMBMB357-22NOVEMBER2028,000000000044060,0000000000000,ZAC,Index,AMB357,000,,1986/004794/06,9575/117/71/,9  
ZAE000329710,ABSA BANK LIMITED,ABMBMB356-22NOVEMBER2028,000000000021026,0000000000000,ZAC,Index,AMB356,000,,1986/004794/06,9575/117/71/,9  
ZAE000330361,ABSA BANK LIMITED,ABMBMB359-08DECEMBER2028,000000000009835,0000000000000,ZAC,Index,AMB359,000,,1986/004794/06,9575/117/71/,9  
ZAE000328472,ABSA BANK LIMITED,ABMBMB346-16OCTOBER2028,000000000055463,0000000000000,ZAC,Index,AMB346,000,,1986/004794/06,9575/117/71/,9  
ZAE000329298,ABSA BANK LIMITED,ABMBMB348-03NOVEMBER2028,000000000100000,0000000000000,ZAC,Index,AMB348,000,,1986/004794/06,9575/117/71/,9  
ZAE000329355,ABSA BANK LIMITED,ABMBMB349-06NOVEMBER2028,000000000025000,0000000000000,ZAC,Index,AMB349,000,,1986/004794/06,9575/117/71/,9  
ZAE000329363,ABSA BANK LIMITED,ABMBMB351-07NOVEMBER2028,000000000030031,0000000000000,ZAC,Index,AMB351,000,,1986/004794/06,9575/117/71/,9  
ZAE000329488,ABSA BANK LIMITED,ABMBMB350-08NOVEMBER2028,000000000009700,0000000000000,ZAC,Index,AMB350,000,,1986/004794/06,9575/117/71/,9  
ZAE000329504,ABSA BANK LIMITED,ABMBMB352-14NOVEMBER2028,000000000049677,0000000000000,ZAC,Index,AMB352,000,,1986/004794/06,9575/117/71/,9  
ZAE000327789,ABSA BANK LIMITED,ABMBMB340-19SEPTEMBER2028,000000000036542,0000000000000,ZAC,Index,AMB340,000,,1986/004794/06,9575/117/71/,9  
ZAE000327904,ABSA BANK LIMITED,ABMBMB339-19SEPTEMBER2028,000000000014501,0000000000000,ZAC,Index,AMB339,000,,1986/004794/06,9575/117/71/,9  
ZAE000328019,ABSA BANK LIMITED,ABMBMB342-22SEPTEMBER2028,000000000044311,0000000000000,ZAC,Index,AMB342,000,,1986/004794/06,9575/117/71/,9  
ZAE000328084,ABSA BANK LIMITED,ABMBMB343-29SEPTEMBER2028,000000000002160,0000000000000,ZAC,Index,AMB343,000,,1986/004794/06,9575/117/71/,9  
ZAE000328449,ABSA BANK LIMITED,ABMBMB344-12OCTOBER2028,000000000064606,0000000000000,ZAC,Index,AMB344,000,,1986/004794/06,9575/117/71/,9  
ZAE000328464,ABSA BANK LIMITED,ABMBMB345-16OCTOBER2028,000000000028916,0000000000000,ZAC,Index,AMB345,000,,1986/004794/06,9575/117/71/,9  
ZAE000322210,ABSA BANK LIMITED,ABMBMB317-24MAY2028,000000000048795,0000000000000,ZAC,Index,AMB317,000,,1986/004794/06,9575/117/71/,9  
ZAE000322293,ABSA BANK LIMITED,ABMBMB318-23MAY2028,000000000059086,0000000000000,ZAC,Index,AMB318,000,,1986/004794/06,9575/117/71/,9  
ZAE000322418,ABSA BANK LIMITED,ABMBMB319-23MAY2028,000000000032004,0000000000000,ZAC,Index,AMB319,000,,1986/004794/06,9575/117/71/,9  
ZAE000324042,ABSA BANK LIMITED,ABMBMB320-27JUNE2028,000000000055046,0000000000000,ZAC,Index,AMB320,000,,1986/004794/06,9575/117/71/,9  
ZAE000327706,ABSA BANK LIMITED,ABMBMB338-18SEPTEMBER2028,000000000044434,0000000000000,ZAC,Index,AMB338,000,,1986/004794/06,9575/117/71/,9  
ZAE000327714,ABSA BANK LIMITED,ABMBMB341-19SEPTEMBER2028,000000000043029,0000000000000,ZAC,Index,AMB341,000,,1986/004794/06,9575/117/71/,9  
ZAE000321071,ABSA BANK LIMITED,ABMBMB310-06APRIL2028,000000000077544,0000000000000,ZAC,Index,AMB310,000,,1986/004794/06,9575/117/71/,9  
ZAE000321147,ABSA BANK LIMITED,ABMBMB311-06APRIL2028,000000000042523,0000000000000,ZAC,Basket,AMB311,000,,1986/004794/06,9575/117/71/,9  
ZAE000321162,ABSA BANK LIMITED,ABMBMB313-13APRIL2028,000000000039500,0000000000000,ZAC,Index,AMB313,000,,1986/004794/06,9575/117/71/,9  
ZAE000321287,ABSA BANK LIMITED,ABMBMB314-25APRIL2028,000000000053686,0000000000000,ZAC,Index,AMB314,000,,1986/004794/06,9575/117/71/,9  
ZAE000321360,ABSA BANK LIMITED,ABMBMB316-21APRIL2028,000000000041119,0000000000000,ZAC,Index,AMB316,000,,1986/004794/06,9575/117/71/,9  
ZAE000321469,ABSA BANK LIMITED,ABMBSN315-21APRIL2028,000000000097889,0000000000000,ZAC,Index,AMB315,000,,1986/004794/06,9575/117/71/,9  
ZAE000320636,ABSA BANK LIMITED,ABMBMB304-23MARCH2028,000000000011114,0000000000000,ZAC,Index,AMB304,000,,1986/004794/06,9575/117/71/,9  
ZAE000320644,ABSA BANK LIMITED,ABMBMB303-22MARCH2028,000000000033624,0000000000000,ZAC,Index,AMB303,000,,1986/004794/06,9575/117/71/,9  
ZAE000320800,ABSA BANK LIMITED,ABMBMB308-03APRIL2029,000000000015016,0000000000000,ZAC,Index,AMB308,000,,1986/004794/06,9575/117/71/,9  
ZAE000320875,ABSA BANK LIMITED,ABMB307-30MARCH2028,000000000015016,0000000000000,ZAC,Index,AMB307,000,,1986/004794/06,9575/117/71/,9  
ZAE000321022,ABSA BANK LIMITED,ABMBMB309-06APRIL2028,000000000046050,0000000000000,ZAC,Index,AMB309,000,,1986/004794/06,9575/117/71/,9  
ZAE000321063,ABSA BANK LIMITED,ABMBBB312-13APRIL2028,000000000037520,0000000000000,ZAC,Index,AMB312,000,,1986/004794/06,9575/117/71/,9  
ZAE000319521,ABSA BANK LIMITED,ABMBASN990-28FEBRUARY2028,000000000050006,0000000000000,ZAC,Index,ASN990,000,,1986/004794/06,9575/117/71/,9  
ZAE000319646,ABSA BANK LIMITED,ABMBSN993-28FEBRUARY2028,000000000015002,0000000000000,ZAC,Index,ASN993,000,,1986/004794/06,9575/117/71/,9  
ZAE000320396,ABSA BANK LIMITED,ABMBSN999-09MARCH2028,000000000009130,0000000000000,ZAC,Index,ASN999,000,,1986/004794/06,9575/117/71/,9  
ZAE000320404,ABSA BANK LIMITED,ABMBSN998-09MARCH2028,000000000031948,0000000000000,ZAC,Index,ASN998,000,,1986/004794/06,9575/117/71/,9  
ZAE000320602,ABSA BANK LIMITED,ABMBMB305-22MARCH2028,000000000048030,0000000000000,ZAC,Index,AMB305,000,,1986/004794/06,9575/117/71/,9  
ZAE000320628,ABSA BANK LIMITED,ABMBMB302-23MARCH2028,000000000064609,0000000000000,ZAC,Index,AMB302,000,,1986/004794/06,9575/117/71/,9  
ZAE000317426,ABSA BANK LIMITED,ABMBSN970-17DECEMBER2027,000000000049811,0000000000000,ZAC,Index,ASN970,000,,1986/004794/06,9575/117/71/,9  
ZAE000317434,ABSA BANK LIMITED,ABMBSN969-17DECEMBER2027,000000000034354,0000000000000,ZAC,Index,ASN969,000,,1986/004794/06,9575/117/71/,9  
ZAE000318572,ABSA BANK LIMITED,ABMBSN978-31JANUARY2028,000000000020018,0000000000000,ZAC,Index,ASN978,000,,1986/004794/06,9575/117/71/,9  
ZAE000319463,ABSA BANK LIMITED,ABMBSN988-22FEBRUARY2028,000000000043322,0000000000000,ZAC,Index,ASN988,000,,1986/004794/06,9575/117/71/,9  
ZAE000319489,ABSA BANK LIMITED,ABMBSN989-22FEBRUARY2028,000000000113093,0000000000000,ZAC,Index,ASN989,000,,1986/004794/06,9575/117/71/,9  
ZAE000319497,ABSA BANK LIMITED,ABMBSN987-22FEBRUARY2028,000000000121837,0000000000000,ZAC,Index,ASN987,000,,1986/004794/06,9575/117/71/,9  
ZAE000316204,ABSA BANK LIMITED,ABMBSN957-12NOVEMBER2027,000000000016000,0000000000000,ZAC,Index,ASN957,000,,1986/004794/06,9575/117/71/,9  
ZAE000316949,ABSA BANK LIMITED,ABMBSN961-22NOVEMBER2027,000000000087214,0000000000000,ZAC,Index,ASN961,000,,1986/004794/06,9575/117/71/,9  
ZAE000316956,ABSA BANK LIMITED,ABMBASN959-23NOVEMBER2027,000000000285708,0000000000000,ZAC,Index,ASN959,000,,1986/004794/06,9575/117/71/,9  
ZAE000317004,ABSA BANK LIMITED,ABMBSN962-26NOVEMBER2027,000000000027536,0000000000000,ZAC,Index,ASN962,000,,1986/004794/06,9575/117/71/,9  
ZAE000317020,ABSA BANK LIMITED,ABMBSN939-22NOVEMBER2027,000000000022216,0000000000000,ZAC,Index,ASN939,000,,1986/004794/06,9575/117/71/,9  
ZAE000317327,ABSA BANK LIMITED,ABMBASN968-21DECEMBER2027,000000000160142,0000000000000,ZAC,Index,ASN968,000,,1986/004794/06,9575/117/71/,9  
ZAE000308235,ABSA BANK LIMITED,ABMBSN793-19FEBRUARY2027,000000000021527,0000000000000,ZAC,Index,ASN793,000,,1986/004794/06,9575/117/71/,9  
ZAE000308243,ABSA BANK LIMITED,ABMBSN794-19FEBRUARY2027,000000000032259,0000000000000,ZAC,Index,ASN794,000,,1986/004794/06,9575/117/71/,9  
ZAE000308680,ABSA BANK LIMITED,ABMBSN798-03MARCH2027,000000000040450,0000000000000,ZAC,Index,ASN798,000,,1986/004794/06,9575/117/71/,9  
ZAE000309456,ABSA BANK LIMITED,ABMBSN816-25MARCH2027,000000000020000,0000000000000,ZAC,Index,ASN816,000,,1986/004794/06,9575/117/71/,9  
ZAE000309514,ABSA BANK LIMITED,ABMBSN813-23MARCH2027,000000000061867,0000000000000,ZAC,Index,ASN813,000,,1986/004794/06,9575/117/71/,9  
